team_abbreviation_home,team_abbreviation_away,lambda_h,actual_home_pts,home_error,lambda_a,actual_away_pts,away_error,home_win
DEN,HOU,117.06799,108.0,-9.0679931640625,107.528076,128.0,20.471923828125,0
UTA,CHA,107.32932,112.0,4.670677185058594,101.01478,117.0,15.985221862792969,0
POR,LAC,107.62765,89.0,-18.627647399902344,114.32286,118.0,3.6771392822265625,0
WAS,PHX,111.514084,123.0,11.485916137695312,116.82681,130.0,13.173187255859377,0
DET,IND,105.31067,100.0,-5.3106689453125,106.502205,111.0,4.497795104980469,0
SAC,HOU,116.337395,132.0,15.662605285644531,113.05606,127.0,13.943939208984377,1
SAS,MEM,113.972275,112.0,-1.9722747802734373,116.34289,140.0,23.65711212158203,0
MIL,TOR,113.71475,130.0,16.285247802734375,108.99472,112.0,3.005279541015625,1
NOP,UTA,110.523254,136.0,25.47674560546875,110.64274,123.0,12.357261657714844,1
LAL,BKN,111.636986,102.0,-9.636985778808594,110.448814,101.0,-9.448814392089844,1
NYK,MIN,113.73709,99.0,-14.737091064453123,117.52002,116.0,-1.52001953125,0
DAL,OKC,107.66907,106.0,-1.6690673828125,116.89111,98.0,-18.89111328125,1
CHI,CHA,109.25708,123.0,13.742919921875,107.67487,125.0,17.32512664794922,0
GSW,WAS,113.540985,122.0,8.459014892578125,103.95574,114.0,10.04425811767578,1
POR,HOU,111.10296,103.0,-8.102958679199219,112.44424,125.0,12.555763244628906,0
MIN,CLE,110.81434,117.0,6.185661315917969,110.31933,124.0,13.680671691894531,0
IND,PHI,114.76861,115.0,0.2313919067382812,103.242805,102.0,-1.2428054809570312,1
DET,PHX,108.88329,121.0,12.116706848144531,106.698975,125.0,18.301025390625,0
POR,CHI,107.642944,113.0,5.3570556640625,113.0054,102.0,-11.005401611328123,1
SAC,WAS,123.60618,123.0,-0.6061782836914062,113.211,100.0,-13.21099853515625,1
MIL,PHI,117.72328,123.0,5.2767181396484375,107.72561,109.0,1.2743911743164062,1
MIA,SAS,113.04231,128.0,14.957687377929688,107.9126,107.0,-0.91259765625,1
GSW,BOS,106.52755,85.0,-21.527549743652344,108.173904,125.0,16.826095581054688,0
LAC,CHI,117.826164,99.0,-18.82616424560547,108.478714,112.0,3.5212860107421875,0
CLE,PHX,115.0931,118.0,2.906898498535156,112.49191,92.0,-20.491912841796875,1
HOU,DET,111.99048,96.0,-15.990478515625,108.42265,107.0,-1.4226531982421875,0
LAL,WAS,114.499725,111.0,-3.499725341796875,104.14393,88.0,-16.14392852783203,1
MIA,POR,113.19075,107.0,-6.1907501220703125,102.04262,116.0,13.957382202148438,0
DEN,PHI,115.295845,144.0,28.70415496826172,108.64628,109.0,0.3537216186523437,1
TOR,ORL,110.108116,109.0,-1.1081161499023438,100.265526,93.0,-7.265525817871094,1
BKN,PHX,108.947334,84.0,-24.94733428955078,109.94668,108.0,-1.9466781616210935,0
LAC,BOS,107.18714,113.0,5.812858581542969,105.72334,117.0,11.276657104492188,0
MEM,CHA,118.92243,132.0,13.07756805419922,106.936935,120.0,13.063064575195312,1
DAL,MIN,112.74871,114.0,1.2512893676757812,112.38988,115.0,2.6101226806640625,0
HOU,CLE,111.22408,109.0,-2.224082946777344,109.79082,108.0,-1.7908172607421875,1
ORL,POR,103.99069,79.0,-24.990692138671875,103.22932,101.0,-2.229316711425781,0
LAC,WAS,119.05855,110.0,-9.058547973632812,106.47001,93.0,-13.470008850097656,1
GSW,CHI,108.943954,131.0,22.05604553222656,109.55857,106.0,-3.5585708618164062,1
LAL,BOS,103.73727,117.0,13.262733459472656,107.98358,96.0,-11.98358154296875,1
CHA,POR,110.53269,97.0,-13.532691955566406,106.12514,102.0,-4.1251373291015625,0
MEM,NOP,117.95163,139.0,21.048370361328125,112.333626,126.0,13.666374206542969,1
PHI,CLE,108.90147,132.0,23.098533630371094,108.74294,129.0,20.257057189941406,1
NYK,SAC,114.61646,143.0,28.38353729248047,113.841324,120.0,6.1586761474609375,1
CLE,HOU,114.89773,131.0,16.102272033691406,109.692024,135.0,25.30797576904297,0
DAL,BOS,105.510414,107.0,1.4895858764648438,108.26963,122.0,13.730369567871094,0
ORL,DET,102.70666,121.0,18.29334259033203,106.66992,113.0,6.330078125,1
PHX,WAS,116.831604,119.0,2.16839599609375,104.91671,109.0,4.083290100097656,1
GSW,LAL,108.811,108.0,-0.8109970092773438,109.48034,118.0,8.519660949707031,0
BKN,MIA,104.26587,97.0,-7.265869140625,106.64867,106.0,-0.6486663818359375,0
ATL,TOR,113.90252,94.0,-19.90251922607422,120.75154,117.0,-3.751541137695313,0
LAC,MIL,112.04421,127.0,14.955787658691406,112.69786,117.0,4.3021392822265625,1
MIN,DEN,110.12014,133.0,22.879859924316406,109.67712,104.0,-5.677116394042969,1
CHA,NOP,111.42266,123.0,11.57733917236328,113.78423,92.0,-21.78423309326172,1
POR,OKC,107.4865,108.0,0.5134963989257812,110.407845,118.0,7.592155456542969,0
UTA,MIL,110.08055,110.0,-0.0805511474609375,114.047844,125.0,10.952156066894531,0
BKN,SAC,104.84264,96.0,-8.842643737792969,109.70092,110.0,0.2990798950195312,0
BOS,HOU,116.72669,112.0,-4.726692199707031,103.38853,114.0,10.611473083496094,0
TOR,NOP,113.20312,113.0,-0.2031173706054687,110.89733,104.0,-6.897331237792969,1
DAL,WAS,117.09071,130.0,12.909286499023438,105.10864,108.0,2.891357421875,1
CLE,DET,112.98638,110.0,-2.9863815307617188,110.48531,91.0,-19.485313415527344,1
NYK,MEM,112.116844,143.0,30.883155822753903,110.15611,106.0,-4.1561126708984375,1
CHA,LAL,107.69921,107.0,-0.6992111206054688,110.67102,112.0,1.3289794921875,0
MIA,ORL,106.41936,125.0,18.580642700195312,95.60773,119.0,23.39227294921875,1
CHI,DEN,110.593315,129.0,18.40668487548828,110.6526,121.0,10.347396850585938,1
POR,MIL,108.68607,125.0,16.313926696777344,114.59575,112.0,-2.5957489013671875,1
GSW,UTA,110.462296,114.0,3.537704467773437,105.7659,103.0,-2.765899658203125,1
PHI,LAL,108.104706,118.0,9.895294189453123,110.91261,104.0,-6.912612915039063,1
PHI,SAC,112.22291,117.0,4.777091979980469,109.52033,104.0,-5.520332336425781,1
GSW,OKC,108.43511,116.0,7.564888000488281,109.07136,109.0,-0.0713577270507812,1
NYK,DEN,110.97604,122.0,11.023956298828123,108.545876,112.0,3.4541244506835938,1
IND,DET,113.735085,133.0,19.264915466308597,101.22341,119.0,17.776588439941406,1
BOS,CHI,114.19488,122.0,7.805122375488281,107.80855,100.0,-7.8085479736328125,1
CLE,ATL,117.58577,137.0,19.414230346679688,108.757256,115.0,6.242744445800781,1
MEM,HOU,118.67392,120.0,1.326080322265625,109.35554,119.0,9.64446258544922,1
POR,ORL,108.369576,119.0,10.63042449951172,101.5942,90.0,-11.594200134277344,1
WAS,LAL,110.29177,96.0,-14.291770935058594,114.72144,134.0,19.27855682373047,0
PHI,DEN,113.15055,134.0,20.849449157714844,111.92695,137.0,25.07305145263672,0
CHA,LAC,107.01978,104.0,-3.0197830200195312,111.29602,112.0,0.7039794921875,0
GSW,PHX,110.732414,105.0,-5.732414245605469,109.1608,130.0,20.83920288085937,0
TOR,CHI,110.66939,106.0,-4.6693878173828125,108.92951,122.0,13.07048797607422,0
DET,DAL,109.585945,117.0,7.414054870605469,114.58329,102.0,-12.583290100097656,1
NYK,LAL,106.36446,112.0,5.635536193847656,110.191414,128.0,17.80858612060547,0
UTA,ORL,109.20104,113.0,3.7989578247070312,101.777245,99.0,-2.7772445678710938,1
IND,ATL,119.15221,132.0,12.847793579101562,105.74114,127.0,21.25885772705078,1
CHA,DEN,110.05599,104.0,-6.055992126464844,111.285034,107.0,-4.2850341796875,0
MIN,WAS,117.63473,103.0,-14.634727478027344,106.36959,105.0,-1.3695907592773438,0
HOU,BKN,117.18204,98.0,-19.182037353515625,112.1062,110.0,-2.106201171875,0
TOR,LAC,104.10088,115.0,10.89911651611328,105.90524,108.0,2.094757080078125,1
DET,CHI,111.45008,127.0,15.549919128417969,111.01765,119.0,7.982353210449219,1
MIL,MEM,116.629166,119.0,2.370834350585937,115.012566,132.0,16.98743438720703,0
POR,PHX,112.436676,121.0,8.563323974609375,105.95692,119.0,13.043083190917969,1
MIN,SAC,113.013855,114.0,0.98614501953125,111.81482,116.0,4.1851806640625,0
OKC,MIL,119.31629,125.0,5.683708190917969,115.48049,96.0,-19.480491638183597,1
UTA,IND,106.323135,111.0,4.6768646240234375,111.65583,112.0,0.3441696166992187,0
GSW,ORL,109.632095,104.0,-5.632095336914063,100.58613,99.0,-1.5861282348632812,1
NYK,HOU,116.1804,124.0,7.819602966308594,112.12053,118.0,5.8794708251953125,1
DET,ATL,116.78025,130.0,13.219749450683594,113.133934,132.0,18.866065979003903,0
CLE,BOS,110.4603,105.0,-5.460296630859375,109.71698,112.0,2.28302001953125,0
POR,IND,110.462135,112.0,1.5378646850585938,107.1784,89.0,-18.17839813232422,1
LAC,LAL,107.38783,97.0,-10.387832641601562,107.40791,122.0,14.592086791992188,0
TOR,NYK,110.09221,115.0,4.9077911376953125,105.318146,121.0,15.681854248046877,0
TOR,MEM,112.1324,107.0,-5.1324005126953125,112.03486,138.0,25.96514129638672,0
UTA,GSW,114.45082,131.0,16.549179077148438,112.22082,128.0,15.779182434082031,1
MIN,CHI,115.10979,127.0,11.890213012695312,112.987564,108.0,-4.987564086914063,1
DEN,NOP,116.34649,144.0,27.65351104736328,112.75097,119.0,6.249031066894531,1
CHA,MIL,108.755646,102.0,-6.755645751953125,114.58996,112.0,-2.5899581909179688,0
SAC,ORL,112.48558,111.0,-1.4855804443359375,105.3411,130.0,24.658897399902344,0
OKC,PHX,119.97775,140.0,20.022247314453125,107.286545,109.0,1.7134552001953125,1
BOS,DAL,113.53276,120.0,6.4672393798828125,105.24646,127.0,21.7535400390625,0
LAC,IND,107.90045,112.0,4.09954833984375,106.65502,119.0,12.344978332519531,0
POR,SAC,114.661835,108.0,-6.661834716796875,106.48311,102.0,-4.4831085205078125,1
DEN,ORL,112.40928,112.0,-0.4092788696289062,102.737274,90.0,-12.737274169921877,1
MIN,HOU,117.29133,127.0,9.70867156982422,111.53913,114.0,2.4608688354492188,1
PHX,UTA,114.166405,135.0,20.833595275878903,111.531105,127.0,15.468894958496094,1
CHA,SAS,113.11689,117.0,3.883110046386719,112.627754,116.0,3.3722457885742188,1
OKC,TOR,112.35564,121.0,8.644363403320312,106.24468,109.0,2.755317687988281,1
WAS,CLE,107.87458,124.0,16.12541961669922,112.82702,134.0,21.17298126220703,0
ORL,SAS,107.354,112.0,4.646003723144531,112.59876,111.0,-1.5987625122070312,1
MIN,POR,112.34589,114.0,1.65411376953125,108.80866,98.0,-10.80866241455078,1
WAS,ATL,113.25268,111.0,-2.2526779174804688,119.20767,125.0,5.792327880859375,0
CHI,GSW,115.14602,111.0,-4.146018981933594,112.30352,132.0,19.69647979736328,0
LAL,IND,109.485664,124.0,14.51433563232422,105.810295,117.0,11.189704895019531,1
PHX,DEN,113.53909,105.0,-8.539093017578125,108.34317,122.0,13.656829833984377,0
LAC,UTA,116.77613,130.0,13.223869323730469,108.63136,110.0,1.3686370849609375,1
DAL,HOU,117.49346,116.0,-1.4934616088867188,109.42836,105.0,-4.4283599853515625,1
SAC,NOP,118.595856,123.0,4.404144287109375,119.01984,118.0,-1.01983642578125,1
HOU,TOR,109.22114,94.0,-15.22113800048828,110.17066,87.0,-23.17066192626953,1
DET,CHA,110.64992,112.0,1.3500823974609375,110.35721,102.0,-8.357208251953125,1
DEN,POR,112.78727,146.0,33.212730407714844,109.949036,117.0,7.05096435546875,1
WAS,SAS,114.97758,121.0,6.022422790527344,115.30343,131.0,15.696571350097656,0
LAL,UTA,117.43347,132.0,14.5665283203125,106.27225,113.0,6.727752685546875,1
BKN,CHA,109.24713,97.0,-12.24713134765625,105.60963,89.0,-16.60962677001953,1
OKC,NOP,120.12355,137.0,16.876449584960938,108.94619,101.0,-7.946189880371094,1
MIL,GSW,117.94989,111.0,-6.94989013671875,113.73313,125.0,11.266868591308594,0
CLE,MIN,112.18524,128.0,15.81475830078125,112.15133,107.0,-5.151329040527344,1
PHX,MEM,115.606606,112.0,-3.606605529785156,113.25603,119.0,5.7439727783203125,0
ORL,CHA,104.34773,102.0,-2.3477325439453125,104.26005,86.0,-18.260047912597656,1
OKC,MIA,114.53206,115.0,0.4679412841796875,105.782646,101.0,-4.782646179199219,1
BOS,SAS,117.89787,116.0,-1.8978729248046875,108.65773,103.0,-5.657730102539063,1
NYK,ATL,116.04641,149.0,32.953590393066406,114.42943,148.0,33.57057189941406,1
DAL,GSW,116.81706,111.0,-5.817062377929688,116.1789,107.0,-9.17890167236328,1
BKN,PHI,104.27248,100.0,-4.272476196289063,106.69785,96.0,-10.697853088378906,1
MIN,MIL,114.96004,101.0,-13.960037231445312,113.45927,103.0,-10.459266662597656,0
TOR,CLE,111.05444,108.0,-3.054443359375,108.4377,131.0,22.562301635742188,0
UTA,LAL,111.266785,131.0,19.73321533203125,115.565544,119.0,3.4344558715820312,1
CHI,DET,108.599144,110.0,1.4008560180664062,108.410095,128.0,19.58990478515625,0
NOP,SAC,116.4675,140.0,23.532501220703125,110.72312,133.0,22.276878356933597,1
UTA,LAC,111.935165,116.0,4.0648345947265625,117.710594,120.0,2.2894058227539062,0
DAL,MIA,109.21437,118.0,8.785629272460938,104.529106,113.0,8.470893859863281,1
LAL,CHA,114.26972,97.0,-17.26972198486328,102.88685,100.0,-2.8868484497070312,0
NYK,CHI,117.48304,113.0,-4.483039855957031,108.93637,111.0,2.063629150390625,1
MIL,LAC,112.877815,116.0,3.1221847534179688,113.88166,110.0,-3.881660461425781,1
SAS,PHX,114.95697,120.0,5.04302978515625,117.06191,109.0,-8.061912536621094,1
IND,MEM,115.09557,127.0,11.904426574707031,117.35891,113.0,-4.358909606933594,1
BKN,CLE,104.92156,97.0,-7.921562194824219,105.47696,110.0,4.523040771484375,0
PHI,BOS,108.33583,104.0,-4.3358306884765625,110.25543,124.0,13.74456787109375,0
HOU,MIN,112.925835,121.0,8.074165344238281,113.76296,115.0,1.2370376586914062,1
SAC,GSW,114.31757,108.0,-6.317573547363281,119.28972,132.0,12.710281372070312,0
DAL,NOP,117.55427,111.0,-6.554267883300781,114.367134,103.0,-11.36713409423828,1
ORL,MEM,110.13715,104.0,-6.137153625488281,114.610344,105.0,-9.610343933105469,0
TOR,MIA,110.28104,111.0,0.718963623046875,104.223915,120.0,15.776084899902344,0
SAS,DET,113.8568,110.0,-3.8567962646484375,114.17599,125.0,10.824012756347656,0
CHI,PHX,114.874886,117.0,2.1251144409179688,116.54444,121.0,4.455558776855469,0
POR,CHA,115.51524,141.0,25.48475646972656,104.00463,88.0,-16.00463104248047,1
PHI,BKN,114.97358,103.0,-11.97357940673828,111.993576,105.0,-6.993576049804688,0
IND,LAC,114.08923,129.0,14.9107666015625,116.69625,111.0,-5.696250915527344,1
TOR,PHX,113.32382,127.0,13.676177978515623,111.07626,109.0,-2.076263427734375,1
GSW,DAL,114.32335,126.0,11.676651000976562,111.36466,102.0,-9.364662170410156,1
ORL,WAS,109.63273,110.0,0.3672714233398437,106.373795,90.0,-16.373794555664062,1
CLE,MEM,110.453606,129.0,18.54639434814453,111.035805,123.0,11.964195251464844,1
ATL,DET,117.4682,143.0,25.53179931640625,113.78792,148.0,34.21208190917969,0
MIL,MIA,112.84913,120.0,7.150871276855469,105.828156,113.0,7.171844482421875,1
IND,DEN,113.6813,116.0,2.3187026977539062,111.82649,125.0,13.173507690429688,0
SAC,CHA,116.63967,130.0,13.360328674316406,108.62447,88.0,-20.624473571777344,1
ATL,MIA,114.448746,98.0,-16.448745727539062,113.211586,86.0,-27.21158599853516,1
DET,LAC,115.13075,106.0,-9.130752563476562,115.4566,97.0,-18.45659637451172,1
GSW,CHA,118.052635,128.0,9.947364807128906,100.18318,92.0,-8.183181762695312,1
NOP,SAS,116.03855,109.0,-7.038551330566406,108.86201,103.0,-5.862007141113281,1
ORL,CLE,106.791306,82.0,-24.791305541992188,108.09295,122.0,13.90705108642578,0
HOU,MIL,109.808624,100.0,-9.808624267578123,114.55434,97.0,-17.554336547851562,1
TOR,BOS,105.07331,101.0,-4.073310852050781,109.27678,111.0,1.7232208251953125,0
LAL,DAL,111.81796,107.0,-4.817962646484375,109.217545,99.0,-10.217544555664062,1
CHI,LAC,111.656204,117.0,5.343795776367188,114.61805,122.0,7.381950378417969,0
WAS,POR,108.9291,121.0,12.070899963378906,114.13293,129.0,14.867073059082031,0
UTA,SAC,115.745384,101.0,-14.745384216308594,113.5607,118.0,4.439300537109375,0
BKN,OKC,104.46249,121.0,16.537513732910156,106.965805,129.0,22.034194946289062,0
IND,TOR,113.19059,111.0,-2.190589904785156,114.085594,91.0,-23.085594177246094,1
HOU,SAS,112.787964,118.0,5.2120361328125,108.2337,106.0,-2.23370361328125,1
DET,BOS,108.53656,117.0,8.46343994140625,111.00468,97.0,-14.004676818847656,1
ORL,GSW,104.788666,115.0,10.211334228515623,107.82151,121.0,13.178489685058594,0
MIL,DEN,113.82651,121.0,7.173492431640625,110.84209,112.0,1.1579132080078125,1
DAL,CHA,114.53506,103.0,-11.535057067871094,105.03464,96.0,-9.034637451171877,1
MIA,IND,110.38279,125.0,14.617210388183594,109.46713,120.0,10.532867431640623,1
MEM,NYK,115.89687,113.0,-2.8968734741210938,110.32338,114.0,3.6766204833984375,0
BOS,CLE,111.576904,116.0,4.423095703125,105.40144,123.0,17.598556518554688,0
ATL,OKC,114.345215,119.0,4.65478515625,122.77276,135.0,12.22724151611328,0
PHX,NOP,113.62185,125.0,11.378150939941406,115.087944,108.0,-7.087944030761719,1
BKN,POR,110.892044,102.0,-8.892044067382812,107.911415,121.0,13.088584899902344,0
DET,DEN,112.90635,119.0,6.093650817871094,108.087845,134.0,25.912155151367188,0
UTA,MIN,116.09483,117.0,0.9051666259765624,117.64264,116.0,-1.64263916015625,1
PHI,GSW,109.94076,126.0,16.059242248535156,111.237335,119.0,7.762664794921875,1
HOU,SAC,110.941864,103.0,-7.941864013671875,111.77414,113.0,1.225860595703125,0
DET,BKN,110.46088,115.0,4.53912353515625,113.90198,94.0,-19.9019775390625,1
CHA,WAS,111.76642,100.0,-11.76641845703125,108.28971,113.0,4.710289001464844,0
DAL,MIL,113.61616,117.0,3.3838424682617188,108.569016,132.0,23.430984497070312,0
MEM,SAS,118.01391,128.0,9.986091613769531,109.52143,130.0,20.47856903076172,0
IND,CHI,115.57982,127.0,11.420181274414062,113.32085,112.0,-1.3208465576171875,1
CLE,POR,112.71624,133.0,20.28376007080078,109.385735,129.0,19.61426544189453,1
MIA,NYK,111.00563,112.0,0.9943695068359376,108.48932,116.0,7.51068115234375,0
UTA,NOP,115.74185,121.0,5.258148193359375,116.000435,128.0,11.99956512451172,0
SAS,OKC,111.40077,132.0,20.59922790527344,119.28153,146.0,26.718467712402344,0
LAL,LAC,111.82644,108.0,-3.8264389038085938,109.65918,102.0,-7.6591796875,1
PHX,MIN,113.284546,98.0,-15.2845458984375,113.54554,116.0,2.4544601440429688,0
BOS,DEN,112.75021,110.0,-2.750213623046875,106.0305,103.0,-3.030502319335937,1
CHA,GSW,102.83976,101.0,-1.839759826660156,112.58378,119.0,6.416221618652344,0
UTA,DET,111.50133,106.0,-5.5013275146484375,110.927635,134.0,23.072364807128903,0
OKC,HOU,120.02788,137.0,16.972122192382812,109.64125,128.0,18.35874938964844,1
MEM,ATL,118.12972,130.0,11.870277404785156,113.31361,132.0,18.68639373779297,0
PHI,POR,110.56348,102.0,-8.5634765625,111.299416,119.0,7.700584411621094,0
DAL,SAC,114.692406,98.0,-16.692405700683594,115.00357,122.0,6.996429443359375,0
ORL,TOR,104.25726,113.0,8.74273681640625,106.83195,114.0,7.168052673339844,0
ATL,MIL,117.52888,121.0,3.4711227416992188,120.959175,127.0,6.040824890136719,0
PHX,LAC,113.22643,119.0,5.773567199707031,113.31167,117.0,3.688331604003906,1
NYK,GSW,109.80726,102.0,-7.807258605957031,118.1886,114.0,-4.1885986328125,0
IND,HOU,113.73221,115.0,1.267791748046875,113.22871,102.0,-11.22870635986328,1
MIN,PHI,108.05409,126.0,17.945907592773438,109.64376,112.0,2.356239318847656,1
SAS,BKN,110.62876,127.0,16.371238708496094,110.61484,113.0,2.385162353515625,1
CHI,CLE,105.830124,117.0,11.169876098632812,106.807396,139.0,32.192604064941406,0
WAS,UTA,116.5729,125.0,8.427101135253906,115.86754,122.0,6.1324615478515625,1
CHA,MIN,105.33844,110.0,4.66156005859375,115.32559,125.0,9.674407958984377,0
BOS,POR,111.81967,128.0,16.180328369140625,107.130936,118.0,10.869064331054688,1
LAC,DET,108.33614,123.0,14.663856506347656,110.447235,115.0,4.552764892578125,1
DEN,SAC,115.891685,116.0,0.1083145141601562,108.759796,110.0,1.240203857421875,1
MIL,DAL,114.90331,137.0,22.09668731689453,109.8281,107.0,-2.8281021118164062,1
NOP,HOU,114.35334,97.0,-17.35334014892578,111.244286,109.0,-2.2442855834960938,0
LAL,NYK,112.57965,113.0,0.42034912109375,105.40521,109.0,3.59478759765625,1
BKN,GSW,106.03622,119.0,12.963783264160156,109.86943,121.0,11.130569458007812,0
ORL,CHI,108.18736,123.0,14.812637329101562,112.20247,125.0,12.797531127929688,0
OKC,POR,121.27994,107.0,-14.279937744140623,113.07967,89.0,-24.079673767089844,1
MIA,MIN,112.36416,104.0,-8.364158630371094,108.61132,106.0,-2.6113204956054688,0
DEN,PHX,122.16449,149.0,26.83551025390625,107.88466,141.0,33.11534118652344,1
LAC,NYK,115.93828,105.0,-10.938278198242188,111.30504,95.0,-16.305038452148438,1
DAL,MEM,111.69875,111.0,-0.6987533569335938,113.21229,122.0,8.787712097167969,0
CHA,CLE,100.72153,117.0,16.278472900390625,108.12842,118.0,9.87158203125,0
SAC,SAS,119.84447,127.0,7.155532836914063,113.76052,109.0,-4.760520935058594,1
TOR,UTA,114.16521,118.0,3.834793090820313,107.532234,109.0,1.4677658081054688,1
HOU,NOP,110.5523,146.0,35.44770050048828,111.64013,117.0,5.359870910644531,1
BOS,LAL,110.84383,111.0,0.1561737060546875,104.231964,101.0,-3.231964111328125,1
GSW,DET,113.97603,115.0,1.0239715576171875,105.68983,110.0,4.310173034667969,1
MIA,CHI,110.56084,109.0,-1.5608367919921875,107.63683,114.0,6.363166809082031,0
ATL,IND,122.70165,120.0,-2.7016525268554688,123.60282,118.0,-5.602821350097656,1
CHA,BKN,102.0853,105.0,2.914703369140625,109.12994,102.0,-7.129936218261719,1
POR,DET,112.578575,112.0,-0.5785751342773438,110.70618,119.0,8.2938232421875,0
NOP,MEM,115.29557,104.0,-11.295570373535156,112.704956,107.0,-5.7049560546875,0
PHI,UTA,114.47112,126.0,11.52887725830078,109.70536,122.0,12.294639587402344,1
DAL,PHX,112.46488,116.0,3.535118103027344,115.2705,125.0,9.729499816894531,0
LAC,SAC,113.00987,111.0,-2.009872436523437,114.370674,110.0,-4.370674133300781,1
MIL,CLE,117.329926,100.0,-17.329925537109375,110.06969,112.0,1.9303131103515625,0
MIN,SAS,116.09323,141.0,24.906768798828125,111.35069,124.0,12.649307250976562,1
BKN,LAL,108.949776,111.0,2.0502243041992188,109.12457,108.0,-1.12457275390625,1
HOU,ORL,108.37014,97.0,-11.370140075683594,103.220604,84.0,-19.220603942871094,1
GSW,POR,114.751976,130.0,15.248023986816406,107.68565,120.0,12.314346313476562,1
MEM,PHX,117.29804,120.0,2.7019577026367188,114.41655,118.0,3.5834503173828125,1
SAC,NYK,117.94162,104.0,-13.941619873046877,109.632256,133.0,23.36774444580078,0
TOR,WAS,115.30013,119.0,3.699867248535156,107.31991,104.0,-3.319908142089844,1
MIA,CHA,111.4242,102.0,-9.424201965332031,98.90602,105.0,6.0939788818359375,0
BOS,UTA,115.59393,114.0,-1.59393310546875,103.78467,108.0,4.21533203125,1
CHI,IND,113.91751,121.0,7.082489013671875,114.94425,103.0,-11.944252014160156,1
CLE,BKN,114.54686,109.0,-5.5468597412109375,108.94442,104.0,-4.944419860839844,1
NOP,LAC,111.76391,127.0,15.236091613769531,110.91288,120.0,9.087120056152344,1
TOR,PHI,108.83917,118.0,9.16082763671875,106.9982,105.0,-1.998199462890625,1
SAS,DAL,114.58368,126.0,11.41632080078125,115.787285,116.0,0.2127151489257812,1
BOS,OKC,114.58537,112.0,-2.5853729248046875,112.80776,118.0,5.192237854003906,0
ATL,CHA,121.08203,123.0,1.91796875,114.96343,110.0,-4.963432312011719,1
MEM,UTA,115.913956,122.0,6.0860443115234375,110.84959,115.0,4.150413513183594,1
POR,NYK,112.52667,113.0,0.47332763671875,109.344536,114.0,4.655464172363281,0
HOU,PHX,116.50321,111.0,-5.503211975097656,109.37765,104.0,-5.377647399902344,1
MIA,LAC,108.49754,104.0,-4.4975433349609375,108.864555,119.0,10.13544464111328,0
MIL,LAL,112.669815,126.0,13.330184936523438,108.189995,106.0,-2.1899948120117188,1
DET,WAS,115.4337,125.0,9.566299438476562,108.49568,129.0,20.504318237304688,0
NOP,ORL,108.1772,93.0,-15.177200317382812,104.77148,113.0,8.228523254394531,0
GSW,SAC,116.05665,130.0,13.943351745605469,111.63581,104.0,-7.635810852050781,1
CHI,BKN,112.25073,116.0,3.749267578125,109.98669,110.0,0.0133132934570312,1
UTA,TOR,110.63477,118.0,7.365226745605469,114.38693,126.0,11.613067626953123,0
MEM,CLE,114.37199,124.0,9.628013610839844,104.31067,133.0,28.6893310546875,0
MIN,ORL,109.28235,118.0,8.7176513671875,101.88781,111.0,9.112190246582031,1
PHX,SAC,113.9387,122.0,8.061302185058594,109.38605,106.0,-3.38604736328125,1
HOU,DAL,114.50704,133.0,18.492958068847656,108.40213,96.0,-12.402130126953123,1
DEN,LAL,114.889015,131.0,16.110984802246094,109.89081,126.0,16.10919189453125,1
ATL,LAC,116.19198,98.0,-18.191978454589844,119.768715,121.0,1.2312850952148438,0
PHI,IND,114.484985,100.0,-14.4849853515625,105.030334,112.0,6.96966552734375,0
MIA,BOS,105.54855,91.0,-14.548553466796877,106.96203,103.0,-3.9620285034179688,0
SAS,CHA,115.55017,134.0,18.4498291015625,108.64136,145.0,36.358642578125,0
DET,OKC,113.50997,107.0,-6.509971618652344,114.34848,113.0,-1.348480224609375,0
MEM,MIA,112.00212,125.0,12.997879028320312,102.72993,91.0,-11.72992706298828,1
SAS,NOP,112.05356,119.0,6.946441650390625,116.13376,115.0,-1.133758544921875,1
HOU,CHI,114.00206,117.0,2.9979400634765625,104.458405,114.0,9.541595458984377,1
BKN,BOS,103.73133,113.0,9.268669128417969,108.72132,115.0,6.278678894042969,0
GSW,NYK,116.162506,97.0,-19.162506103515625,103.336975,94.0,-9.33697509765625,1
DEN,WAS,118.10888,123.0,4.891120910644531,109.01904,126.0,16.98095703125,0
POR,TOR,111.2122,105.0,-6.212196350097656,111.88287,102.0,-9.88287353515625,1
DAL,PHI,108.20346,125.0,16.796539306640625,114.49837,130.0,15.501632690429688,0
CLE,ORL,109.55878,103.0,-6.55877685546875,101.3169,108.0,6.683097839355469,0
LAC,CHA,118.17164,123.0,4.828361511230469,106.19971,88.0,-18.19970703125,1
LAL,PHX,111.96869,107.0,-4.96868896484375,107.60214,96.0,-11.602142333984377,1
MIL,OKC,115.60799,105.0,-10.607986450195312,112.03806,121.0,8.961936950683594,0
UTA,CHI,113.729225,97.0,-16.729225158691406,111.77772,111.0,-0.7777175903320312,0
GSW,DEN,116.354256,105.0,-11.354255676269531,108.750565,114.0,5.249435424804688,0
NOP,DET,110.975464,81.0,-29.9754638671875,111.48649,127.0,15.513511657714844,0
PHX,TOR,109.85115,129.0,19.148849487304688,111.643906,89.0,-22.64390563964844,1
